contract_multiplier,de_listed_date,exchange,listed_date,margin_rate,market_tplus,maturity_date,order_book_id,round_lot,symbol,trading_hours,type,underlying_order_book_id,underlying_symbol
10,2017-11-14,DCE,2016-11-15,0.2,0,2017-11-14,M1711,1,豆粕1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,M
60,2017-11-14,DCE,2016-11-15,0.2,0,2017-11-14,JM1711,1,焦煤1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM
5,2017-11-14,DCE,2016-11-15,0.2,0,2017-11-14,L1711,1,线型低密度聚乙烯1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L
10,2017-11-27,DCE,2016-11-15,0.2,0,2017-11-27,JD1711,1,鸡蛋1711,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD
10,2017-11-14,DCE,2016-11-15,0.2,0,2017-11-14,P1711,1,棕榈油1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P
5,2017-11-14,DCE,2016-11-15,0.2,0,2017-11-14,V1711,1,聚氯乙烯1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V
10,2017-11-14,DCE,2016-11-15,0.2,0,2017-11-14,Y1711,1,豆油1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,Y
5,2017-11-14,DCE,2016-11-15,0.2,0,2017-11-14,PP1711,1,聚丙烯1711,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP
5,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,CF1711,1,一号棉花711,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CF
10,2018-05-15,CZCE,2016-11-15,0.2,0,2018-05-15,SR1805,1,白砂糖805,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SR
5,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,TA1711,1,精对苯二甲酸711,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA
10,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,OI1711,1,菜籽油711,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,OI
20,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,RI1711,1,早籼稻711,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RI
10,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,MA1711,1,甲醇711,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,MA
20,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,FG1711,1,玻璃711,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG
10,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,RM1711,1,菜籽粕711,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RM
20,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,JR1711,1,粳稻711,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JR
10,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,RS1711,1,油菜籽711,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RS
20,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,LR1711,1,晚籼稻711,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,LR
5,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,SF1711,1,硅铁711,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SF
50,2017-11-14,CZCE,2016-11-15,0.2,0,2017-11-14,PM1711,1,普通小麦711,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PM
500,2017-12-14,DCE,2016-12-15,0.2,0,2017-12-14,BB1712,1,细木工板1712,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB
10,2017-12-26,DCE,2016-12-15,0.2,0,2017-12-26,JD1712,1,鸡蛋1712,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD
500,2017-12-14,DCE,2016-12-15,0.2,0,2017-12-14,FB1712,1,中密度纤维板1712,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB
100,2017-12-14,DCE,2016-12-15,0.2,0,2017-12-14,I1712,1,铁矿石1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I
60,2017-12-14,DCE,2016-12-15,0.2,0,2017-12-14,JM1712,1,焦煤1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM
5,2017-12-14,DCE,2016-12-15,0.2,0,2017-12-14,L1712,1,线型低密度聚乙烯1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L
100,2017-12-14,DCE,2016-12-15,0.2,0,2017-12-14,J1712,1,冶金焦炭1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J
10,2017-12-14,DCE,2016-12-15,0.2,0,2017-12-14,M1712,1,豆粕1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,M
10,2017-12-14,DCE,2016-12-15,0.2,0,2017-12-14,P1712,1,棕榈油1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P
10,2017-12-14,DCE,2016-12-15,0.2,0,2017-12-14,Y1712,1,豆油1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,Y
5,2017-12-14,DCE,2016-12-15,0.2,0,2017-12-14,V1712,1,聚氯乙烯1712,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V
100,2017-12-07,CZCE,2016-12-08,0.2,0,2017-12-07,ZC1712,1,动力煤712,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZC
5,2017-12-14,CZCE,2016-12-15,0.2,0,2017-12-14,TA1712,1,精对苯二甲酸712,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA
5,2017-12-14,CZCE,2016-12-15,0.2,0,2017-12-14,SM1712,1,锰硅712,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SM
20,2017-12-14,CZCE,2016-12-15,0.2,0,2017-12-14,FG1712,1,玻璃712,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG
5,2017-12-14,CZCE,2016-12-15,0.2,0,2017-12-14,SF1712,1,硅铁712,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SF
10,2017-12-14,CZCE,2016-12-15,0.2,0,2017-12-14,MA1712,1,甲醇712,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,MA
500,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,BB1801,1,细木工板1801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB
10,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,B1801,1,黄大豆2号1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,B
10,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,C1801,1,黄玉米1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,C
10,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,CS1801,1,玉米淀粉1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CS
500,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,FB1801,1,中密度纤维板1801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB
100,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,I1801,1,铁矿石1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I
100,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,J1801,1,冶金焦炭1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J
10,2018-01-26,DCE,2017-01-17,0.2,0,2018-01-26,JD1801,1,鸡蛋1801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD
10,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,Y1801,1,豆油1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,Y
5,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,L1801,1,线型低密度聚乙烯1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L
10,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,M1801,1,豆粕1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,M
10,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,P1801,1,棕榈油1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P
5,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,PP1801,1,聚丙烯1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP
5,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,V1801,1,聚氯乙烯1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V
60,2018-01-15,DCE,2017-01-17,0.2,0,2018-01-15,JM1801,1,焦煤1801,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM
10,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,RM1801,1,菜籽粕801,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RM
100,2018-01-08,CZCE,2017-01-10,0.2,0,2018-01-08,ZC1801,1,动力煤801,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZC
20,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,JR1801,1,粳稻801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JR
20,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,LR1801,1,晚籼稻801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,LR
5,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,SF1801,1,硅铁801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SF
5,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,SM1801,1,锰硅801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SM
10,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,MA1801,1,甲醇801,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,MA
50,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,PM1801,1,普通小麦801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PM
5,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,CF1801,1,一号棉花801,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CF
20,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,WH1801,1,优质强筋小麦801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WH
5,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,TA1801,1,精对苯二甲酸801,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA
10,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,OI1801,1,菜籽油801,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,OI
20,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,RI1801,1,早籼稻801,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RI
10,2018-07-13,CZCE,2017-01-17,0.2,0,2018-07-13,SR1807,1,白砂糖807,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SR
20,2018-01-15,CZCE,2017-01-17,0.2,0,2018-01-15,FG1801,1,玻璃801,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG
500,2018-02-14,DCE,2017-02-17,0.2,0,2018-02-14,BB1802,1,细木工板1802,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB
500,2018-02-14,DCE,2017-02-17,0.2,0,2018-02-14,FB1802,1,中密度纤维板1802,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB
100,2018-02-14,DCE,2017-02-17,0.2,0,2018-02-14,J1802,1,冶金焦炭1802,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J
100,2018-02-14,DCE,2017-02-17,0.2,0,2018-02-14,I1802,1,铁矿石1802,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I
10,2018-02-23,DCE,2017-02-17,0.2,0,2018-02-23,JD1802,1,鸡蛋1802,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD
60,2018-02-14,DCE,2017-02-17,0.2,0,2018-02-14,JM1802,1,焦煤1802,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM
10,2018-02-14,DCE,2017-02-17,0.2,0,2018-02-14,P1802,1,棕榈油1802,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P
5,2018-02-14,DCE,2017-02-17,0.2,0,2018-02-14,V1802,1,聚氯乙烯1802,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V
5,2018-02-14,DCE,2017-02-17,0.2,0,2018-02-14,PP1802,1,聚丙烯1802,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP
5,2018-02-14,DCE,2017-02-17,0.2,0,2018-02-14,L1802,1,线型低密度聚乙烯1802,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L
100,2018-02-07,CZCE,2017-02-10,0.2,0,2018-02-07,ZC1802,1,动力煤802,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZC
5,2018-02-14,CZCE,2017-02-17,0.2,0,2018-02-14,TA1802,1,精对苯二甲酸802,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA
5,2018-02-14,CZCE,2017-02-17,0.2,0,2018-02-14,SM1802,1,锰硅802,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SM
20,2018-02-14,CZCE,2017-02-17,0.2,0,2018-02-14,FG1802,1,玻璃802,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG
10,2018-02-14,CZCE,2017-02-17,0.2,0,2018-02-14,MA1802,1,甲醇802,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,MA
5,2018-02-14,CZCE,2017-02-17,0.2,0,2018-02-14,SF1802,1,硅铁802,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SF
20,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,WH1803,1,优质强筋小麦803,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WH
5,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,CF1803,1,一号棉花803,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CF
5,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,TA1803,1,精对苯二甲酸803,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA
10,2018-09-14,CZCE,2017-03-15,0.2,0,2018-09-14,SR1809,1,白砂糖809,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SR
10,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,OI1803,1,菜籽油803,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,OI
20,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,RI1803,1,早籼稻803,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RI
10,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,M1803,1,豆粕1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,M
10,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,P1803,1,棕榈油1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P
5,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,PP1803,1,聚丙烯1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP
10,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,Y1803,1,豆油1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,Y
5,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,V1803,1,聚氯乙烯1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V
10,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,B1803,1,黄大豆2号1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,B
10,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,CS1803,1,玉米淀粉1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CS
10,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,MA1803,1,甲醇803,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,MA
20,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,FG1803,1,玻璃803,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG
10,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,RM1803,1,菜籽粕803,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RM
20,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,JR1803,1,粳稻803,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JR
5,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,SF1803,1,硅铁803,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SF
20,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,LR1803,1,晚籼稻803,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,LR
50,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,PM1803,1,普通小麦803,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PM
100,2018-03-07,CZCE,2017-03-08,0.2,0,2018-03-07,ZC1803,1,动力煤803,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZC
5,2018-03-14,CZCE,2017-03-15,0.2,0,2018-03-14,SM1803,1,锰硅803,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SM
10,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,C1803,1,黄玉米1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,C
500,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,BB1803,1,细木工板1803,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB
500,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,FB1803,1,中密度纤维板1803,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB
100,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,I1803,1,铁矿石1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I
100,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,J1803,1,冶金焦炭1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J
10,2018-09-14,DCE,2017-03-15,0.2,0,2018-09-14,A1809,1,黄大豆1号1809,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,A
10,2018-03-27,DCE,2017-03-15,0.2,0,2018-03-27,JD1803,1,鸡蛋1803,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD
60,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,JM1803,1,焦煤1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM
5,2018-03-14,DCE,2017-03-15,0.2,0,2018-03-14,L1803,1,线型低密度聚乙烯1803,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L
500,2018-04-17,DCE,2017-04-19,0.2,0,2018-04-17,BB1804,1,细木工板1804,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB
500,2018-04-17,DCE,2017-04-19,0.2,0,2018-04-17,FB1804,1,中密度纤维板1804,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB
100,2018-04-17,DCE,2017-04-19,0.2,0,2018-04-17,I1804,1,铁矿石1804,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I
100,2018-04-17,DCE,2017-04-19,0.2,0,2018-04-17,J1804,1,冶金焦炭1804,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J
10,2018-04-24,DCE,2017-04-26,0.2,0,2018-04-24,JD1804,1,鸡蛋1804,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD
60,2018-04-17,DCE,2017-04-19,0.2,0,2018-04-17,JM1804,1,焦煤1804,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM
5,2018-04-17,DCE,2017-04-19,0.2,0,2018-04-17,L1804,1,线型低密度聚乙烯1804,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L
10,2018-04-17,DCE,2017-04-19,0.2,0,2018-04-17,P1804,1,棕榈油1804,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P
5,2018-04-17,DCE,2017-04-19,0.2,0,2018-04-17,PP1804,1,聚丙烯1804,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP
5,2018-04-17,DCE,2017-04-19,0.2,0,2018-04-17,V1804,1,聚氯乙烯1804,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V
5,2018-04-17,CZCE,2017-04-19,0.2,0,2018-04-17,TA1804,1,PTA4月,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA
10,2018-04-17,CZCE,2017-04-19,0.2,0,2018-04-17,MA1804,1,甲醇4月,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,MA
100,2018-04-10,CZCE,2017-04-12,0.2,0,2018-04-10,ZC1804,1,动力煤804,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZC
5,2018-04-17,CZCE,2017-04-19,0.2,0,2018-04-17,SF1804,1,硅铁4月,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SF
5,2018-04-17,CZCE,2017-04-19,0.2,0,2018-04-17,SM1804,1,锰硅4月,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SM
20,2018-04-17,CZCE,2017-04-19,0.2,0,2018-04-17,FG1804,1,玻璃4月,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG
300,0000-00-00,CFFEX,0000-00-00,0.15,0,0000-00-00,IF88,1,沪深主力连续,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF
300,0000-00-00,CFFEX,0000-00-00,0.15,0,0000-00-00,IF99,1,沪深指数连续,"09:31-11:30,13:01-15:00",Future,000300.XSHG,IF
10000,0000-00-00,CFFEX,0000-00-00,0.012,0,0000-00-00,TF88,1,国债主力连续,"09:16-11:30,13:01-15:15",Future,null,TF
10000,0000-00-00,CFFEX,0000-00-00,0.012,0,0000-00-00,TF99,1,国债指数连续,"09:16-11:30,13:01-15:15",Future,null,TF
10000,0000-00-00,CFFEX,0000-00-00,0.02,0,0000-00-00,T88,1,长债主力连续,"09:16-11:30,13:01-15:15",Future,null,T
200,0000-00-00,CFFEX,0000-00-00,0.4,0,0000-00-00,IC88,1,中证主力连续,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC
10000,0000-00-00,CFFEX,0000-00-00,0.02,0,0000-00-00,T99,1,长债指数连续,"09:16-11:30,13:01-15:15",Future,null,T
200,0000-00-00,CFFEX,0000-00-00,0.4,0,0000-00-00,IC99,1,中证指数连续,"09:31-11:30,13:01-15:00",Future,000905.XSHG,IC
300,0000-00-00,CFFEX,0000-00-00,0.1,0,0000-00-00,IH88,1,上证主力连续,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH
300,0000-00-00,CFFEX,0000-00-00,0.1,0,0000-00-00,IH99,1,上证指数连续,"09:31-11:30,13:01-15:00",Future,000016.XSHG,IH
10,0000-00-00,DCE,0000-00-00,0.05,0,0000-00-00,P88,1,棕榈油主力连续,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P
5,0000-00-00,DCE,0000-00-00,0.07,0,0000-00-00,V88,1,聚氯乙烯主力连续,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V
10,0000-00-00,DCE,0000-00-00,0.05,0,0000-00-00,P99,1,棕榈油指数连续,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P
5,0000-00-00,DCE,0000-00-00,0.07,0,0000-00-00,V99,1,聚氯乙烯指数连续,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V
10,0000-00-00,DCE,0000-00-00,0.08,0,0000-00-00,JD88,1,鸡蛋主力连续,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD
10,0000-00-00,DCE,0000-00-00,0.08,0,0000-00-00,JD99,1,鸡蛋指数连续,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD
5,0000-00-00,DCE,0000-00-00,0.07,0,0000-00-00,L88,1,聚乙烯主力连续,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L
5,0000-00-00,DCE,0000-00-00,0.07,0,0000-00-00,L99,1,聚乙烯指数连续,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L
5,0000-00-00,DCE,0000-00-00,0.07,0,0000-00-00,PP88,1,聚丙烯主力连续,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP
5,0000-00-00,DCE,0000-00-00,0.07,0,0000-00-00,PP99,1,聚丙烯指数连续,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP
100,0000-00-00,CZCE,0000-00-00,0.05,0,0000-00-00,ZC88,1,动力煤主力连续,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZC
100,0000-00-00,CZCE,0000-00-00,0.05,0,0000-00-00,ZC99,1,动力煤指数连续,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,ZC
500,0000-00-00,DCE,0000-00-00,0.2,0,0000-00-00,FB88,1,纤维板主力连续,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB
500,0000-00-00,DCE,0000-00-00,0.2,0,0000-00-00,FB99,1,纤维板指数连续,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB
500,0000-00-00,DCE,0000-00-00,0.2,0,0000-00-00,BB88,1,胶合板主力连续,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB
500,0000-00-00,DCE,0000-00-00,0.2,0,0000-00-00,BB99,1,胶合板指数连续,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB
5,0000-00-00,CZCE,0000-00-00,0.05,0,0000-00-00,TA88,1,PTA主力连续,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA
5,0000-00-00,CZCE,0000-00-00,0.05,0,0000-00-00,TA99,1,PTA指数连续,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA
100,0000-00-00,DCE,0000-00-00,0.1,0,0000-00-00,I88,1,铁矿石主力连续,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I
100,0000-00-00,DCE,0000-00-00,0.1,0,0000-00-00,I99,1,铁矿石指数连续,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I
